variable,description,unit,dimensions,code_variable,in_history,in_analysis,in_daily,in_monthly,in_diurnal,in_yearly,in_tower,glob_id,info_string
DMEAN_SOIL_ENERGY_PA,Daily mean - Soil internal energy,J/m3,"nzg,npatches",csite%dmean_soil_energy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,DMEAN_SOIL_ENERGY_PA       :32://trim(dail_keys)
DMEAN_SOIL_MSTPOT_PA,Daily mean - Soil matric potential,m,"nzg,npatches",csite%dmean_soil_mstpot,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,DMEAN_SOIL_MSTPOT_PA       :32://trim(dail_keys)
DMEAN_SOIL_WATER_PA,Daily mean - Soil water content,m3/m3,"nzg,npatches",csite%dmean_soil_water,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,DMEAN_SOIL_WATER_PA        :32://trim(dail_keys)
DMEAN_SOIL_TEMP_PA,Daily mean - Soil temperature,K,"nzg,npatches",csite%dmean_soil_temp,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,DMEAN_SOIL_TEMP_PA         :32://trim(dail_keys)
DMEAN_SOIL_FLIQ_PA,Daily mean - Soil liquid fraction,NA,"nzg,npatches",csite%dmean_soil_fliq,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,DMEAN_SOIL_FLIQ_PA         :32://trim(dail_keys)
DMEAN_SMOIST_GG_PA,Daily mean - Soil water flux,kg/m2/s,"nzg,npatches",csite%dmean_smoist_gg,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,DMEAN_SMOIST_GG_PA         :32://trim(dail_keys)
DMEAN_TRANSLOSS_PA,Daily mean - Water loss through transpiration,kg/m2/s,"nzg,npatches",csite%dmean_transloss,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,DMEAN_TRANSLOSS_PA         :32://trim(dail_keys)
DMEAN_SENSIBLE_GG_PA,Daily mean - Soil heat flux,W/m2,"nzg,npatches",csite%dmean_sensible_gg,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,DMEAN_SENSIBLE_GG_PA       :32://trim(dail_keys)
MMEAN_SOIL_ENERGY_PA,Monthly mean - Soil internal energy,J/m3,"nzg,npatches",csite%mmean_soil_energy,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,csite%paglob_id,MMEAN_SOIL_ENERGY_PA       :32://trim(eorq_keys)
MMEAN_SOIL_MSTPOT_PA,Monthly mean - Soil matric potential,m,"nzg,npatches",csite%mmean_soil_mstpot,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,csite%paglob_id,MMEAN_SOIL_MSTPOT_PA       :32://trim(eorq_keys)
MMEAN_SOIL_WATER_PA,Monthly mean - Soil water content,m3/m3,"nzg,npatches",csite%mmean_soil_water,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,csite%paglob_id,MMEAN_SOIL_WATER_PA        :32://trim(eorq_keys)
MMEAN_SOIL_TEMP_PA,Monthly mean - Soil temperature,K,"nzg,npatches",csite%mmean_soil_temp,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,csite%paglob_id,MMEAN_SOIL_TEMP_PA         :32://trim(eorq_keys)
MMEAN_SOIL_FLIQ_PA,Monthly mean - Soil liquid fraction,NA,"nzg,npatches",csite%mmean_soil_fliq,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,csite%paglob_id,MMEAN_SOIL_FLIQ_PA         :32://trim(eorq_keys)
MMEAN_SMOIST_GG_PA,Monthly mean - Soil water flux,kg/m2/s,"nzg,npatches",csite%mmean_smoist_gg,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,csite%paglob_id,MMEAN_SMOIST_GG_PA         :32://trim(eorq_keys)
MMEAN_TRANSLOSS_PA,Monthly mean - Water loss through transpiration,kg/m2/s,"nzg,npatches",csite%mmean_transloss,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,csite%paglob_id,MMEAN_TRANSLOSS_PA         :32://trim(eorq_keys)
MMEAN_SENSIBLE_GG_PA,Monthly mean - Soil heat flux,W/m2,"nzg,npatches",csite%mmean_sensible_gg,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,csite%paglob_id,MMEAN_SENSIBLE_GG_PA       :32://trim(eorq_keys)
QMEAN_SOIL_ENERGY_PA,Mean diel - Soil internal energy,J/m3,"nzg,ndcycle,npatches",csite%qmean_soil_energy,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,csite%paglob_id,QMEAN_SOIL_ENERGY_PA      :-32://trim(eorq_keys)
QMEAN_SOIL_MSTPOT_PA,Mean diel - Soil matric potential,m,"nzg,ndcycle,npatches",csite%qmean_soil_mstpot,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,csite%paglob_id,QMEAN_SOIL_MSTPOT_PA      :-32://trim(eorq_keys)
QMEAN_SOIL_WATER_PA,Mean diel - Soil water content,m3/m3,"nzg,ndcycle,npatches",csite%qmean_soil_water,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,csite%paglob_id,QMEAN_SOIL_WATER_PA       :-32://trim(eorq_keys)
QMEAN_SOIL_TEMP_PA,Mean diel - Soil temperature,K,"nzg,ndcycle,npatches",csite%qmean_soil_temp,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,csite%paglob_id,QMEAN_SOIL_TEMP_PA        :-32://trim(eorq_keys)
QMEAN_SOIL_FLIQ_PA,Mean diel - Soil liquid fraction,NA,"nzg,ndcycle,npatches",csite%qmean_soil_fliq,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,csite%paglob_id,QMEAN_SOIL_FLIQ_PA        :-32://trim(eorq_keys)
QMEAN_SMOIST_GG_PA,Mean diel - Soil water flux,kg/m2/s,"nzg,ndcycle,npatches",csite%qmean_smoist_gg,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,csite%paglob_id,QMEAN_SMOIST_GG_PA        :-32://trim(eorq_keys)
QMEAN_TRANSLOSS_PA,Mean diel - Water loss through transpiration,kg/m2/s,"nzg,ndcycle,npatches",csite%qmean_transloss,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,csite%paglob_id,QMEAN_TRANSLOSS_PA        :-32://trim(eorq_keys)
QMEAN_SENSIBLE_GG_PA,Mean diel - Soil heat flux,W/m2,"nzg,ndcycle,npatches",csite%qmean_sensible_gg,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,csite%paglob_id,QMEAN_SENSIBLE_GG_PA      :-32://trim(eorq_keys)
SFCWATER_MASS,No metadata available,NA,"nzs,npatches",csite%sfcwater_mass,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,SFCWATER_MASS :33:hist
SFCWATER_ENERGY,No metadata available,NA,"nzs,npatches",csite%sfcwater_energy,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,SFCWATER_ENERGY :33:hist
SFCWATER_DEPTH,No metadata available,NA,"nzs,npatches",csite%sfcwater_depth,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,csite%paglob_id,SFCWATER_DEPTH :33:hist:opti
RSHORT_S,No metadata available,NA,"nzs,npatches",csite%rshort_s,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,RSHORT_S :33:hist
RSHORT_S_BEAM,No metadata available,NA,"nzs,npatches",csite%rshort_s_beam,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,RSHORT_S_BEAM :33:hist
RSHORT_S_DIFFUSE,No metadata available,NA,"nzs,npatches",csite%rshort_s_diffuse,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,RSHORT_S_DIFFUSE :33:hist
PAR_S,No metadata available,NA,"nzs,npatches",csite%par_s,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,PAR_S :33:hist
PAR_S_BEAM,No metadata available,NA,"nzs,npatches",csite%par_s_beam,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,PAR_S_BEAM :33:hist
PAR_S_DIFFUSE,No metadata available,NA,"nzs,npatches",csite%par_s_diffuse,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,PAR_S_DIFFUSE :33:hist
SFCWATER_TEMPK,No metadata available,NA,"nzs,npatches",csite%sfcwater_tempk,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,SFCWATER_TEMPK :33:hist
SFCWATER_FRACLIQ,No metadata available,NA,"nzs,npatches",csite%sfcwater_fracliq,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,SFCWATER_FRACLIQ :33:hist
A_O_MAX,No metadata available,NA,"n_pft,npatches",csite%a_o_max,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,A_O_MAX :34:hist
A_C_MAX,No metadata available,NA,"n_pft,npatches",csite%a_c_max,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,A_C_MAX :34:hist
REPRO_PA,No metadata available,NA,"n_pft,npatches",csite%repro,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,csite%paglob_id,REPRO_PA :34:hist:mont:dcyc
CUMLAI_PROFILE,No metadata available,NA,"n_pft,ff_nhgt,npatches",csite%cumlai_profile,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,csite%paglob_id,CUMLAI_PROFILE :346:hist
PFT,Plant Functional Type,NA,ncohorts,cpatch%pft,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,cpatch%coglob_id,PFT :40:hist:anal:dail:mont:dcyc:year
PHENOLOGY_STATUS,No metadata available,NA,ncohorts,cpatch%phenology_status,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,cpatch%coglob_id,PHENOLOGY_STATUS :40:hist
RECRUIT_DBH,No metadata available,NA,ncohorts,cpatch%recruit_dbh,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,cpatch%coglob_id,RECRUIT_DBH :40:hist:dail:mont:dcyc:year
CENSUS_STATUS,No metadata available,NA,ncohorts,cpatch%census_status,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,cpatch%coglob_id,CENSUS_STATUS :40:hist:dail:mont:dcyc:year
KRDEPTH,No metadata available,NA,ncohorts,cpatch%krdepth,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,cpatch%coglob_id,KRDEPTH :40:hist:dail:mont:dcyc:year
FIRST_CENSUS,No metadata available,NA,ncohorts,cpatch%first_census,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,cpatch%coglob_id,FIRST_CENSUS :40:hist
NEW_RECRUIT_FLAG,No metadata available,NA,ncohorts,cpatch%new_recruit_flag,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,cpatch%coglob_id,NEW_RECRUIT_FLAG :40:hist
HIGH_LEAF_PSI_DAYS,Consecutive days with high DMAX leaf psi,day,ncohorts,cpatch%high_leaf_psi_days,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,cpatch%coglob_id,HIGH_LEAF_PSI_DAYS :40:hist:dail
LOW_LEAF_PSI_DAYS,Consecutive days with low DMAX leaf psi,day,ncohorts,cpatch%low_leaf_psi_days,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,cpatch%coglob_id,LOW_LEAF_PSI_DAYS :40:hist:dail
NPLANT,Plant density,plant/m2,ncohorts,cpatch%nplant,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,cpatch%coglob_id,NPLANT :41:hist:anal:dail:mont:dcyc:year
HITE,No metadata available,NA,ncohorts,cpatch%hite,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,cpatch%coglob_id,HITE :41:hist:anal:dail:mont:dcyc:year
AGB_CO,Above-ground biomass,kgC/plant,ncohorts,cpatch%agb,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,cpatch%coglob_id,AGB_CO :41:hist:dail:mont:dcyc:year
BA_CO,Basal-area,cm2,ncohorts,cpatch%basarea,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,cpatch%coglob_id,BA_CO :41:hist:anal:dail:mont:dcyc:year
DAGB_DT,Above-ground biomass growth,kgC/plant/yr,ncohorts,cpatch%dagb_dt,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,cpatch%coglob_id,DAGB_DT :41:hist:mont:dcyc:year
DLNAGB_DT,Relative AGB growth,1/yr,ncohorts,cpatch%dlnagb_dt,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,cpatch%coglob_id,DLNAGB_DT :41:hist:mont:dcyc:year
DBA_DT,Basal-area growth,cm2/plant/yr,ncohorts,cpatch%dba_dt,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,cpatch%coglob_id,DBA_DT :41:hist:mont:dcyc:year
DLNBA_DT,Relative Basal-area growth,1/yr,ncohorts,cpatch%dlnba_dt,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,cpatch%coglob_id,DLNBA_DT :41:hist:mont:dcyc:year
DDBH_DT,DBH growth,cm/plant/yr,ncohorts,cpatch%ddbh_dt,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,cpatch%coglob_id,DDBH_DT :41:hist:mont:dcyc:year
DLNDBH_DT,Relative DBH growth,1/yr,ncohorts,cpatch%dlndbh_dt,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,cpatch%coglob_id,DLNDBH_DT :41:hist:mont:dcyc:year
DBH,Diameter at breast height,cm,ncohorts,cpatch%dbh,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,cpatch%coglob_id,DBH :41:hist:anal:year:dail:mont:dcyc
THBARK,Bark thickness,cm,ncohorts,cpatch%thbark,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,cpatch%coglob_id,THBARK :41:hist:anal:year:dail
BDEADA,Aboveground heartwood (dead) biomass,kgC/pl,ncohorts,cpatch%bdeada,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,cpatch%coglob_id,BDEADA :41:hist:anal:mont:dail:year:dcyc
BDEADB,Belowground heartwood (dead) biomass,kgC/pl,ncohorts,cpatch%bdeadb,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,cpatch%coglob_id,BDEADB :41:hist:anal:mont:dail:year:dcyc
BTIMBER,(Commercial) timber biomass,kgC/pl,ncohorts,cpatch%btimber,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,cpatch%coglob_id,BTIMBER :41:hist:anal:mont:dail:year:dcyc
BLEAF,Leaf biomass,kgC/pl,ncohorts,cpatch%bleaf,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,cpatch%coglob_id,BLEAF :41:hist:anal:year:dail
BALIVE,Biomass of living tissues,kgC/pl,ncohorts,cpatch%balive,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,cpatch%coglob_id,BALIVE :41:hist:anal:year:dail
BROOT,Fine-root biomass,kgC/pl,ncohorts,cpatch%broot,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,cpatch%coglob_id,BROOT :41:hist:anal:year:dail
BSAPWOODA,Above-ground sapwood biomass,kgC/pl,ncohorts,cpatch%bsapwooda,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,cpatch%coglob_id,BSAPWOODA :41:hist:anal:year:dail:anal:mont:dcyc
BSAPWOODB,Below-ground sapwood biomass,kgC/pl,ncohorts,cpatch%bsapwoodb,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,cpatch%coglob_id,BSAPWOODB :41:hist:anal:year:dail:anal:mont:dcyc
BBARKA,Aboveground bark biomass,kgC/pl,ncohorts,cpatch%bbarka,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,cpatch%coglob_id,BBARKA :41:hist:anal:year:dail
BBARKB,Belowground bark biomass,kgC/pl,ncohorts,cpatch%bbarkb,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,cpatch%coglob_id,BBARKB :41:hist:anal:year:dail
LAI_CO,Leaf area index,m2leaf/m2,ncohorts,cpatch%lai,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,cpatch%coglob_id,LAI_CO :41:hist:anal:dail:year
WAI_CO,Wood area index,m2wood/m2,ncohorts,cpatch%wai,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,cpatch%coglob_id,WAI_CO :41:hist:anal:dail:mont:year:dcyc
CROWN_AREA_CO,Relative crown area,m2crown/m2,ncohorts,cpatch%crown_area,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,cpatch%coglob_id,CROWN_AREA_CO :41:hist:anal:dail:mont:year:dcyc
BSTORAGE,Biomass of non-structural carbon,kgC/pl,ncohorts,cpatch%bstorage,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,cpatch%coglob_id,BSTORAGE :41:hist:anal:year:dail
CBR_BAR,Relative carbon balance,NA,ncohorts,cpatch%cbr_bar,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,cpatch%coglob_id,CBR_BAR :41:hist:mont:year:dcyc
LEAF_ENERGY,No metadata available,NA,ncohorts,cpatch%leaf_energy,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,cpatch%coglob_id,LEAF_ENERGY :41:hist
LEAF_HCAP,No metadata available,NA,ncohorts,cpatch%leaf_hcap,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,cpatch%coglob_id,LEAF_HCAP :41:hist
LEAF_TEMP,No metadata available,NA,ncohorts,cpatch%leaf_temp,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,cpatch%coglob_id,LEAF_TEMP :41:hist
LEAF_VPDEF,No metadata available,NA,ncohorts,cpatch%leaf_vpdef,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,cpatch%coglob_id,LEAF_VPDEF :41:hist
LEAF_TEMP_PV,Leaf Temperature at previous step,,ncohorts,cpatch%leaf_temp_pv,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,cpatch%coglob_id,LEAF_TEMP_PV :41:hist
LEAF_FLIQ,No metadata available,NA,ncohorts,cpatch%leaf_fliq,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,cpatch%coglob_id,LEAF_FLIQ :41:hist
LEAF_WATER,No metadata available,NA,ncohorts,cpatch%leaf_water,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,cpatch%coglob_id,LEAF_WATER :41:hist
WOOD_ENERGY,No metadata available,NA,ncohorts,cpatch%wood_energy,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,cpatch%coglob_id,WOOD_ENERGY :41:hist
WOOD_HCAP,No metadata available,NA,ncohorts,cpatch%wood_hcap,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,cpatch%coglob_id,WOOD_HCAP :41:hist
WOOD_TEMP,No metadata available,NA,ncohorts,cpatch%wood_temp,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,cpatch%coglob_id,WOOD_TEMP :41:hist
WOOD_TEMP_PV,Wood temperature at previous step,NA,ncohorts,cpatch%wood_temp_pv,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,cpatch%coglob_id,WOOD_TEMP_PV :41:hist
WOOD_FLIQ,No metadata available,NA,ncohorts,cpatch%wood_fliq,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,cpatch%coglob_id,WOOD_FLIQ :41:hist
WOOD_WATER,No metadata available,NA,ncohorts,cpatch%wood_water,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,cpatch%coglob_id,WOOD_WATER :41:hist
VEG_WIND,No metadata available,NA,ncohorts,cpatch%veg_wind,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,cpatch%coglob_id,VEG_WIND :41:hist
LSFC_SHV_CLOSED,No metadata available,NA,ncohorts,cpatch%lsfc_shv_closed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,cpatch%coglob_id,LSFC_SHV_CLOSED :41:hist
LSFC_SHV_OPEN,No metadata available,NA,ncohorts,cpatch%lsfc_shv_open,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,cpatch%coglob_id,LSFC_SHV_OPEN :41:hist
LSFC_CO2_CLOSED,No metadata available,NA,ncohorts,cpatch%lsfc_co2_closed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,cpatch%coglob_id,LSFC_CO2_CLOSED :41:hist
LSFC_CO2_OPEN,No metadata available,NA,ncohorts,cpatch%lsfc_co2_open,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,cpatch%coglob_id,LSFC_CO2_OPEN :41:hist
LINT_SHV,No metadata available,NA,ncohorts,cpatch%lint_shv,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,cpatch%coglob_id,LINT_SHV :41:hist
LINT_CO2_CLOSED,No metadata available,NA,ncohorts,cpatch%lint_co2_closed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,cpatch%coglob_id,LINT_CO2_CLOSED :41:hist
LINT_CO2_OPEN,No metadata available,NA,ncohorts,cpatch%lint_co2_open,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,cpatch%coglob_id,LINT_CO2_OPEN :41:hist
LEAF_GROWTH_RESP,No metadata available,NA,ncohorts,cpatch%leaf_growth_resp,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,cpatch%coglob_id,LEAF_GROWTH_RESP :41:hist:anal
ROOT_GROWTH_RESP,No metadata available,NA,ncohorts,cpatch%root_growth_resp,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,cpatch%coglob_id,ROOT_GROWTH_RESP :41:hist:anal
SAPA_GROWTH_RESP,No metadata available,NA,ncohorts,cpatch%sapa_growth_resp,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,cpatch%coglob_id,SAPA_GROWTH_RESP :41:hist:anal
SAPB_GROWTH_RESP,No metadata available,NA,ncohorts,cpatch%sapb_growth_resp,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,cpatch%coglob_id,SAPB_GROWTH_RESP :41:hist:anal
BARKA_GROWTH_RESP,No metadata available,NA,ncohorts,cpatch%barka_growth_resp,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,cpatch%coglob_id,BARKA_GROWTH_RESP :41:hist:anal
BARKB_GROWTH_RESP,No metadata available,NA,ncohorts,cpatch%barkb_growth_resp,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,cpatch%coglob_id,BARKB_GROWTH_RESP :41:hist:anal
LEAF_STORAGE_RESP,No metadata available,NA,ncohorts,cpatch%leaf_storage_resp,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,cpatch%coglob_id,LEAF_STORAGE_RESP :41:hist:anal
ROOT_STORAGE_RESP,No metadata available,NA,ncohorts,cpatch%root_storage_resp,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,cpatch%coglob_id,ROOT_STORAGE_RESP :41:hist:anal
SAPA_STORAGE_RESP,No metadata available,NA,ncohorts,cpatch%sapa_storage_resp,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,cpatch%coglob_id,SAPA_STORAGE_RESP :41:hist:anal
SAPB_STORAGE_RESP,No metadata available,NA,ncohorts,cpatch%sapb_storage_resp,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,cpatch%coglob_id,SAPB_STORAGE_RESP :41:hist:anal
BARKA_STORAGE_RESP,No metadata available,NA,ncohorts,cpatch%barka_storage_resp,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,cpatch%coglob_id,BARKA_STORAGE_RESP :41:hist:anal
BARKB_STORAGE_RESP,No metadata available,NA,ncohorts,cpatch%barkb_storage_resp,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,cpatch%coglob_id,BARKB_STORAGE_RESP :41:hist:anal
MONTHLY_DLNNDT,No metadata available,NA,ncohorts,cpatch%monthly_dlnndt,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,cpatch%coglob_id,MONTHLY_DLNNDT :41:hist
PSI_OPEN,No metadata available,NA,ncohorts,cpatch%psi_open,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,cpatch%coglob_id,PSI_OPEN :41:hist
LIGHT_LEVEL,Relative light level,NA,ncohorts,cpatch%light_level,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,cpatch%coglob_id,LIGHT_LEVEL :41:hist
LIGHT_LEVEL_BEAM,"Relative light level, beam fraction",NA,ncohorts,cpatch%light_level_beam,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,cpatch%coglob_id,LIGHT_LEVEL_BEAM :41:hist
LIGHT_LEVEL_DIFF,"Relative light level, diffuse fraction",NA,ncohorts,cpatch%light_level_diff,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,cpatch%coglob_id,LIGHT_LEVEL_DIFF :41:hist
PAR_LEVEL_BEAM,"PAR flux density (cohort centered), beam",W/m2,ncohorts,cpatch%par_level_beam,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,cpatch%coglob_id,PAR_LEVEL_BEAM :41:hist
PAR_LEVEL_DIFFU,"PAR flux density (cohort centered), upward diffuse",W/m2,ncohorts,cpatch%par_level_diffu,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,cpatch%coglob_id,PAR_LEVEL_DIFFU :41:hist
PAR_LEVEL_DIFFD,"PAR flux density (cohort centered), downward diffuse",W/m2,ncohorts,cpatch%par_level_diffd,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,cpatch%coglob_id,PAR_LEVEL_DIFFD :41:hist
PAR_L,No metadata available,NA,ncohorts,cpatch%par_l,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,cpatch%coglob_id,PAR_L :41:hist
PAR_L_BEAM,No metadata available,NA,ncohorts,cpatch%par_l_beam,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,cpatch%coglob_id,PAR_L_BEAM :41:hist
PAR_L_DIFFUSE,No metadata available,NA,ncohorts,cpatch%par_l_diffuse,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,cpatch%coglob_id,PAR_L_DIFFUSE :41:hist
RSHORT_L,No metadata available,NA,ncohorts,cpatch%rshort_l,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,cpatch%coglob_id,RSHORT_L :41:hist
RSHORT_L_BEAM,No metadata available,NA,ncohorts,cpatch%rshort_l_beam,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,cpatch%coglob_id,RSHORT_L_BEAM :41:hist
RSHORT_L_DIFFUSE,No metadata available,NA,ncohorts,cpatch%rshort_l_diffuse,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,cpatch%coglob_id,RSHORT_L_DIFFUSE :41:hist
